X,Y,Z,areas,ax1s,ax2s,bat_ids,gyrations,types,volumes,type 2
8.075,0.35,3.06,41.3355,14.7029,0.7575,#1531325,2.1296,IfcWallStandardCase,2.8114,D1
0.5,6.6886,3.06,42.7239,7.6742,0.3368,#1533286,1.8751,IfcWallStandardCase,5.5672,G
0.35,0.5714,3.56,3.6152,19.3136,0.6177,#1533400,0.1156,IfcWallStandardCase,0.1872,G
0.35,5.4237,3.06,32.305,14.4155,0.6732,#1533516,1.5086,IfcWallStandardCase,2.241,G
13.9255,0.35,3.06,83.4854,14.1783,0.6729,#1533574,3.9624,IfcWallStandardCase,5.8882,G
0.35,5.2737,3.06,31.402,14.4268,0.6732,#1533632,1.4653,IfcWallStandardCase,2.1766,G
4.175,0.35,3.06,21.2175,15.2614,0.7896,#1533748,1.0978,IfcWallStandardCase,1.3903,D1
0.35,14.5999,3.06,83.9751,14.324,0.7273,#1535129,4.2635,IfcWallStandardCase,5.8625,D1
2.075,0.4,3.44,7.266,16.589,1.2713,#1535187,0.5568,IfcWallStandardCase,0.438,D1
4.5,0.35,4.2,36.89,14.2984,0.4814,#1562343,1.2421,IfcWallStandardCase,2.58,G
0.35,3.85,2.5,18.575,14.7508,0.8374,#1562468,1.0546,IfcWallStandardCase,1.2593,G
0.35,3.7,2.5,17.84,14.7743,0.8375,#1562594,1.0113,IfcWallStandardCase,1.2075,G
0.22,1.08,4.32,7.4512,102.7582,3.5042,#1566523,0.2541,IfcWallStandardCase,0.0725,G
0.22,5.85,4.2,45.5861,100.854,3.6085,#1566610,1.631,IfcWallStandardCase,0.452,G
0.35,0.22,4.2,1.366,113.8333,3.6404,#1566670,0.0437,IfcWallStandardCase,0.012,G
0.22,0.6,4.2,3.376,105.5,3.6129,#1566730,0.1156,IfcWallStandardCase,0.032,G
4.16,0.22,4.2,31.9984,101.0051,3.6085,#1566795,1.1432,IfcWallStandardCase,0.3168,G
0.22,0.27,4.2,0.7229,129.0664,3.7528,#1566859,0.021,IfcWallStandardCase,0.0056,G
0.22,0.62,4.2,3.5369,105.2618,3.6125,#1566979,0.1214,IfcWallStandardCase,0.0336,G
0.55,0.22,4.2,2.974,106.2143,3.6143,#1567038,0.1012,IfcWallStandardCase,0.028,G
0.22,5.83,4.2,45.4252,100.8552,3.6085,#1567097,1.6253,IfcWallStandardCase,0.4504,G
0.22,0.62,4.2,3.5368,105.2619,3.6125,#1567157,0.1214,IfcWallStandardCase,0.0336,G
0.22,5.83,4.2,45.4253,100.8552,3.6085,#1567277,1.6253,IfcWallStandardCase,0.4504,G
0.36,0.22,4.2,1.4464,113,3.6365,#1567342,0.0465,IfcWallStandardCase,0.0128,G
4.18,0.22,4.2,32.1592,101.0025,3.6085,#1567402,1.1489,IfcWallStandardCase,0.3184,G
0.22,0.4,4.2,1.768,110.5,3.6264,#1567462,0.058,IfcWallStandardCase,0.016,G
0.22,5.5,4.2,42.772,100.8774,3.6085,#1567946,1.53,IfcWallStandardCase,0.424,G
0.22,0.5,4.2,2.5719,107.1669,3.6164,#1568066,0.0868,IfcWallStandardCase,0.024,G
4.18,0.22,4.29,29.0848,101.41,4.0979,#1568126,1.1753,IfcWallStandardCase,0.2868,D1
0.72,0.22,4.2,4.3408,104.3462,3.6111,#1568271,0.1502,IfcWallStandardCase,0.0416,G
0.22,5.48,4.2,42.6112,100.8788,3.6085,#1568331,1.5242,IfcWallStandardCase,0.4224,G
2.13,0.22,4.2,12.0502,102.686,5.0397,#1568511,0.5914,IfcWallStandardCase,0.1174,D1
0.22,2.9919,4.2,22.6066,101.2164,3.6085,#1568596,0.806,IfcWallStandardCase,0.2233,G
2.4,0.22,4.2,17.848,101.4091,3.6086,#1568656,0.6351,IfcWallStandardCase,0.176,G
0.22,2.9881,4.2,22.5765,101.2173,3.6085,#1568716,0.8049,IfcWallStandardCase,0.223,G
0.22,1.4733,4.2,10.397,102.0708,3.6089,#1568776,0.3676,IfcWallStandardCase,0.1019,G
1.2259,0.22,4.2,8.4082,102.4495,3.6091,#1568836,0.2962,IfcWallStandardCase,0.0821,G
0.22,0.8267,4.2,5.1989,103.6911,3.6103,#1568896,0.181,IfcWallStandardCase,0.0501,G
1.2541,0.22,4.2,8.635,102.3973,3.6091,#1568956,0.3043,IfcWallStandardCase,0.0843,G
0.22,1.76,4.2,12.7024,101.7821,3.6087,#1569016,0.4504,IfcWallStandardCase,0.1248,G
0.57,0.22,4.2,3.1348,105.9054,3.6137,#1569076,0.107,IfcWallStandardCase,0.0296,G
2.11,0.22,4.2,11.8894,102.7162,5.032,#1569196,0.5825,IfcWallStandardCase,0.1158,D1
0.91,0.3,4.24,6.6868,23.312,0.7216,#2887486,0.207,IfcWallStandardCase,0.2868,G
0.93,0.22,4.2,6.0292,103.2397,3.6098,#2887543,0.2108,IfcWallStandardCase,0.0584,G
0.22,0.3,4.2,0.964,120.5,3.6799,#2887603,0.0294,IfcWallStandardCase,0.008,G
